Provincias;Grupo penal;periodo;Total_Hechos;Poblacion_Provincial;CCAA;Tasa_Criminalidad
valladolid;contra_la_propiedad_industrial/intelectual;2024;1;528644;Castilla y León;0.0019
valladolid;contra_la_propiedad_industrial/intelectual;2023;3;525116;Castilla y León;0.0057
valladolid;contra_la_propiedad_industrial/intelectual;2022;1;521333;Castilla y León;0.0019
valladolid;delitos_sexuales;2024;13;528644;Castilla y León;0.0246
valladolid;delitos_sexuales;2023;17;525116;Castilla y León;0.0324
valladolid;delitos_sexuales;2022;23;521333;Castilla y León;0.0441
valladolid;falsificacion_informatica;2024;271;528644;Castilla y León;0.5126
valladolid;falsificacion_informatica;2023;239;525116;Castilla y León;0.4551
valladolid;falsificacion_informatica;2022;126;521333;Castilla y León;0.2417
valladolid;fraude_informatico;2024;5339;528644;Castilla y León;10.0994
valladolid;fraude_informatico;2023;5393;525116;Castilla y León;10.2701
valladolid;fraude_informatico;2022;4775;521333;Castilla y León;9.1592
valladolid;interferencia_en_los_datos_y_en_el_sistema;2024;67;528644;Castilla y León;0.1267
valladolid;interferencia_en_los_datos_y_en_el_sistema;2023;76;525116;Castilla y León;0.1447
valladolid;interferencia_en_los_datos_y_en_el_sistema;2022;48;521333;Castilla y León;0.0921
bizkaia;acceso__e_interceptacion_ilicita;2024;162;1167233;País Vasco;0.1388
bizkaia;acceso__e_interceptacion_ilicita;2023;153;1159368;País Vasco;0.132
bizkaia;acceso__e_interceptacion_ilicita;2022;138;1153282;País Vasco;0.1197
bizkaia;amenazas_y_coacciones;2024;646;1167233;País Vasco;0.5534
bizkaia;amenazas_y_coacciones;2023;648;1159368;País Vasco;0.5589
bizkaia;amenazas_y_coacciones;2022;447;1153282;País Vasco;0.3876
bizkaia;contra_el_honor;2024;4;1167233;País Vasco;0.0034
bizkaia;contra_el_honor;2023;1;1159368;País Vasco;0.0009
bizkaia;contra_el_honor;2022;3;1153282;País Vasco;0.0026
bizkaia;contra_la_propiedad_industrial/intelectual;2024;8;1167233;País Vasco;0.0069
bizkaia;contra_la_propiedad_industrial/intelectual;2023;4;1159368;País Vasco;0.0035
bizkaia;contra_la_propiedad_industrial/intelectual;2022;3;1153282;País Vasco;0.0026
bizkaia;delitos_sexuales;2024;35;1167233;País Vasco;0.03
bizkaia;delitos_sexuales;2023;34;1159368;País Vasco;0.0293
bizkaia;delitos_sexuales;2022;37;1153282;País Vasco;0.0321
bizkaia;falsificacion_informatica;2024;573;1167233;País Vasco;0.4909
bizkaia;falsificacion_informatica;2023;578;1159368;País Vasco;0.4985
bizkaia;falsificacion_informatica;2022;521;1153282;País Vasco;0.4518
bizkaia;fraude_informatico;2024;12056;1167233;País Vasco;10.3287
bizkaia;fraude_informatico;2023;13061;1159368;País Vasco;11.2656
bizkaia;fraude_informatico;2022;10103;1153282;País Vasco;8.7602
bizkaia;interferencia_en_los_datos_y_en_el_sistema;2024;10;1167233;País Vasco;0.0086
bizkaia;interferencia_en_los_datos_y_en_el_sistema;2023;11;1159368;País Vasco;0.0095
bizkaia;interferencia_en_los_datos_y_en_el_sistema;2022;25;1153282;País Vasco;0.0217
zamora;acceso__e_interceptacion_ilicita;2024;23;165564;Castilla y León;0.1389
zamora;acceso__e_interceptacion_ilicita;2023;14;166253;Castilla y León;0.0842
zamora;acceso__e_interceptacion_ilicita;2022;22;166927;Castilla y León;0.1318
zamora;amenazas_y_coacciones;2024;66;165564;Castilla y León;0.3986
zamora;amenazas_y_coacciones;2023;67;166253;Castilla y León;0.403
zamora;amenazas_y_coacciones;2022;45;166927;Castilla y León;0.2696
zamora;contra_el_honor;2024;5;165564;Castilla y León;0.0302
zamora;contra_el_honor;2023;4;166253;Castilla y León;0.0241
zamora;contra_el_honor;2022;4;166927;Castilla y León;0.024
zamora;contra_la_propiedad_industrial/intelectual;2024;0;165564;Castilla y León;0.0
zamora;contra_la_propiedad_industrial/intelectual;2023;0;166253;Castilla y León;0.0
zamora;contra_la_propiedad_industrial/intelectual;2022;0;166927;Castilla y León;0.0
zamora;delitos_sexuales;2024;4;165564;Castilla y León;0.0242
zamora;delitos_sexuales;2023;3;166253;Castilla y León;0.018
zamora;delitos_sexuales;2022;9;166927;Castilla y León;0.0539
zamora;falsificacion_informatica;2024;57;165564;Castilla y León;0.3443
zamora;falsificacion_informatica;2023;61;166253;Castilla y León;0.3669
zamora;falsificacion_informatica;2022;16;166927;Castilla y León;0.0959
zamora;fraude_informatico;2024;1212;165564;Castilla y León;7.3204
zamora;fraude_informatico;2023;1262;166253;Castilla y León;7.5908
zamora;fraude_informatico;2022;874;166927;Castilla y León;5.2358
zamora;interferencia_en_los_datos_y_en_el_sistema;2024;5;165564;Castilla y León;0.0302
zamora;interferencia_en_los_datos_y_en_el_sistema;2023;2;166253;Castilla y León;0.012
zamora;interferencia_en_los_datos_y_en_el_sistema;2022;8;166927;Castilla y León;0.0479
zaragoza;acceso__e_interceptacion_ilicita;2024;198;998443;Aragón;0.1983
zaragoza;acceso__e_interceptacion_ilicita;2023;115;987763;Aragón;0.1164
zaragoza;acceso__e_interceptacion_ilicita;2022;69;979365;Aragón;0.0705
zaragoza;amenazas_y_coacciones;2024;381;998443;Aragón;0.3816
zaragoza;amenazas_y_coacciones;2023;435;987763;Aragón;0.4404
zaragoza;amenazas_y_coacciones;2022;366;979365;Aragón;0.3737
zaragoza;contra_el_honor;2024;17;998443;Aragón;0.017
zaragoza;contra_el_honor;2023;27;987763;Aragón;0.0273
zaragoza;contra_el_honor;2022;20;979365;Aragón;0.0204
zaragoza;contra_la_propiedad_industrial/intelectual;2024;8;998443;Aragón;0.008
zaragoza;contra_la_propiedad_industrial/intelectual;2023;2;987763;Aragón;0.002
zaragoza;contra_la_propiedad_industrial/intelectual;2022;1;979365;Aragón;0.001
zaragoza;delitos_sexuales;2024;24;998443;Aragón;0.024
zaragoza;delitos_sexuales;2023;39;987763;Aragón;0.0395
zaragoza;delitos_sexuales;2022;36;979365;Aragón;0.0368
zaragoza;falsificacion_informatica;2024;311;998443;Aragón;0.3115
zaragoza;falsificacion_informatica;2023;261;987763;Aragón;0.2642
zaragoza;falsificacion_informatica;2022;141;979365;Aragón;0.144
zaragoza;fraude_informatico;2024;7946;998443;Aragón;7.9584
zaragoza;fraude_informatico;2023;7861;987763;Aragón;7.9584
zaragoza;fraude_informatico;2022;6568;979365;Aragón;6.7064
zaragoza;interferencia_en_los_datos_y_en_el_sistema;2024;22;998443;Aragón;0.022
zaragoza;interferencia_en_los_datos_y_en_el_sistema;2023;43;987763;Aragón;0.0435
zaragoza;interferencia_en_los_datos_y_en_el_sistema;2022;26;979365;Aragón;0.0265
ceuta;acceso__e_interceptacion_ilicita;2024;21;83567;Ceuta;0.2513
ceuta;acceso__e_interceptacion_ilicita;2023;12;83179;Ceuta;0.1443
ceuta;acceso__e_interceptacion_ilicita;2022;19;83052;Ceuta;0.2288
ceuta;amenazas_y_coacciones;2024;43;83567;Ceuta;0.5146
ceuta;amenazas_y_coacciones;2023;33;83179;Ceuta;0.3967
ceuta;amenazas_y_coacciones;2022;54;83052;Ceuta;0.6502
ceuta;contra_el_honor;2024;1;83567;Ceuta;0.012
ceuta;contra_el_honor;2023;8;83179;Ceuta;0.0962
ceuta;contra_el_honor;2022;0;83052;Ceuta;0.0
ceuta;contra_la_propiedad_industrial/intelectual;2024;0;83567;Ceuta;0.0
ceuta;contra_la_propiedad_industrial/intelectual;2023;0;83179;Ceuta;0.0
ceuta;contra_la_propiedad_industrial/intelectual;2022;1;83052;Ceuta;0.012
ceuta;delitos_sexuales;2024;5;83567;Ceuta;0.0598
ceuta;delitos_sexuales;2023;4;83179;Ceuta;0.0481
ceuta;delitos_sexuales;2022;4;83052;Ceuta;0.0482
ceuta;falsificacion_informatica;2024;22;83567;Ceuta;0.2633
ceuta;falsificacion_informatica;2023;19;83179;Ceuta;0.2284
ceuta;falsificacion_informatica;2022;20;83052;Ceuta;0.2408
ceuta;fraude_informatico;2024;497;83567;Ceuta;5.9473
ceuta;fraude_informatico;2023;514;83179;Ceuta;6.1794
ceuta;fraude_informatico;2022;469;83052;Ceuta;5.6471
ceuta;interferencia_en_los_datos_y_en_el_sistema;2024;3;83567;Ceuta;0.0359
ceuta;interferencia_en_los_datos_y_en_el_sistema;2023;2;83179;Ceuta;0.024
ceuta;interferencia_en_los_datos_y_en_el_sistema;2022;0;83052;Ceuta;0.0
melilla;acceso__e_interceptacion_ilicita;2024;35;87067;Melilla;0.402
melilla;acceso__e_interceptacion_ilicita;2023;12;85985;Melilla;0.1396
melilla;acceso__e_interceptacion_ilicita;2022;14;85493;Melilla;0.1638
melilla;amenazas_y_coacciones;2024;38;87067;Melilla;0.4364
melilla;amenazas_y_coacciones;2023;34;85985;Melilla;0.3954
melilla;amenazas_y_coacciones;2022;41;85493;Melilla;0.4796
melilla;contra_el_honor;2024;10;87067;Melilla;0.1149
melilla;contra_el_honor;2023;16;85985;Melilla;0.1861
melilla;contra_el_honor;2022;12;85493;Melilla;0.1404
melilla;contra_la_propiedad_industrial/intelectual;2024;0;87067;Melilla;0.0
melilla;contra_la_propiedad_industrial/intelectual;2023;0;85985;Melilla;0.0
melilla;contra_la_propiedad_industrial/intelectual;2022;0;85493;Melilla;0.0
melilla;delitos_sexuales;2024;4;87067;Melilla;0.0459
melilla;delitos_sexuales;2023;2;85985;Melilla;0.0233
melilla;delitos_sexuales;2022;0;85493;Melilla;0.0
melilla;falsificacion_informatica;2024;5;87067;Melilla;0.0574
melilla;falsificacion_informatica;2023;7;85985;Melilla;0.0814
melilla;falsificacion_informatica;2022;5;85493;Melilla;0.0585
melilla;fraude_informatico;2024;458;87067;Melilla;5.2603
melilla;fraude_informatico;2023;409;85985;Melilla;4.7566
melilla;fraude_informatico;2022;329;85493;Melilla;3.8483
melilla;interferencia_en_los_datos_y_en_el_sistema;2024;1;87067;Melilla;0.0115
melilla;interferencia_en_los_datos_y_en_el_sistema;2023;1;85985;Melilla;0.0116
melilla;interferencia_en_los_datos_y_en_el_sistema;2022;4;85493;Melilla;0.0468
